activity_id,source_system,source_record_id,activity_month,scope,facility_id,facility_name,facility_type,state_province,country,grid_region,product_line_id,product_line_name,product_family,activity_category,factor_type,activity_amount,activity_unit,cost_usd,evidence_reference,factor_id,factor_version,source_authority,factor_value_kg_co2e_per_unit,kg_co2e,metric_tons_co2e,has_negative_activity,has_missing_facility_id,has_missing_product_line_id,has_invalid_activity_month,has_unknown_activity_type,has_missing_facility_join,has_missing_product_line_join,has_missing_factor_join,is_reportable_emissions_row,qa_status_label
f58d505813339e34c56206d38f1110aa,shipping_miles,1190,2025-11-01,Scope 3,FAC001,Portland Production Kitchen,manufacturing,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,41.5330,ton_mile,96.91,SHP-GHG-202511-0105,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,6.8114120000,0.00681141200000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
d3397bc3772b24efe73bb55b66dcdd19,shipping_miles,1197,2025-11-01,Scope 3,FAC001,Portland Production Kitchen,manufacturing,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,344.3125,ton_mile,1898.44,SHP-GHG-202511-0112,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,56.4672500000,0.05646725000000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
d1ea9dd84765a4b2fa6e211e964e0a8e,shipping_miles,1202,2025-11-01,Scope 3,FAC001,Portland Production Kitchen,manufacturing,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,194.6564,ton_mile,1228.01,SHP-GHG-202511-0117,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,31.9236496000,0.03192364960000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
de5942fd8c30f590e67a27de1db38913,shipping_miles,1439,2026-02-01,Scope 3,FAC003,Vancouver Warehouse,warehouse,WA,US,WA,PL001,Gummies,edibles,truck,freight_truck_ton_mile,229.7594,ton_mile,786.07,SHP-GHG-202602-0005,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,37.6805416000,0.03768054160000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
a6f1dafc64a930bf9714c1dd6f953edc,shipping_miles,1470,2026-02-01,Scope 3,FAC001,Portland Production Kitchen,manufacturing,OR,US,OR,PL001,Gummies,edibles,air,freight_air_ton_mile,117.9114,ton_mile,2867.64,SHP-GHG-202602-0036,EF_AIR_TON_MILE_2025,2025.1,Synthetic freight factor,1.102000,129.9383628000,0.12993836280000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
f497a87f22c36e28af2041ccf56ce3b3,shipping_miles,1220,2025-12-01,Scope 3,FAC001,Portland Production Kitchen,manufacturing,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,353.0788,ton_mile,1627.15,SHP-GHG-202512-0001,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,57.9049232000,0.05790492320000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
fc4d3cf62fd1ca6b408162f464eca641,shipping_miles,1221,2025-12-01,Scope 3,FAC001,Portland Production Kitchen,manufacturing,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,551.5377,ton_mile,1391.28,SHP-GHG-202512-0002,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,90.4521828000,0.09045218280000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
bca5d2a0d54ca08c8dc79d7e131f01bd,shipping_miles,1034,2025-10-01,Scope 3,FAC003,Vancouver Warehouse,warehouse,WA,US,WA,PL001,Gummies,edibles,truck,freight_truck_ton_mile,134.7764,ton_mile,566.17,SHP-GHG-202510-0060,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,22.1033296000,0.02210332960000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
35f00b42e61ceb5ad7523810d7fbe94d,shipping_miles,1033,2025-10-01,Scope 3,FAC003,Vancouver Warehouse,warehouse,WA,US,WA,PL001,Gummies,edibles,truck,freight_truck_ton_mile,365.3762,ton_mile,1041.95,SHP-GHG-202510-0059,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,59.9216968000,0.05992169680000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
81173199f982638c2d7eeaeca80bcf98,packaging_materials,399,2025-12-01,Scope 3,FAC001,Portland Production Kitchen,manufacturing,OR,US,OR,PL001,Gummies,edibles,glass,packaging_glass_kg,3274.6100,kg,1326.23,PKG-202512-FAC001-PL001-GLA,EF_GLASS_KG_2025,2025.1,Synthetic material factor,0.910000,2979.8951000000,2.9798951000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
7b73fd656df768b038a3b76495fa809d,shipping_miles,263,2025-03-01,Scope 3,FAC001,Portland Production Kitchen,manufacturing,OR,US,OR,PL001,Gummies,edibles,air,freight_air_ton_mile,87.3970,ton_mile,2268.76,SHP-GHG-202503-0041,EF_AIR_TON_MILE_2025,2025.1,Synthetic freight factor,1.102000,96.3114940000,0.09631149400000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
c384e6411ba9005e945e1dfac4e00c12,shipping_miles,1000,2025-10-01,Scope 3,FAC002,Clackamas Distribution Center,distribution,OR,US,OR,PL001,Gummies,edibles,air,freight_air_ton_mile,119.7353,ton_mile,1970.16,SHP-GHG-202510-0026,EF_AIR_TON_MILE_2025,2025.1,Synthetic freight factor,1.102000,131.9483006000,0.13194830060000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
1c8ed5603fdf1ce57d51cf71cdc2e8c4,shipping_miles,1230,2025-12-01,Scope 3,FAC003,Vancouver Warehouse,warehouse,WA,US,WA,PL001,Gummies,edibles,truck,freight_truck_ton_mile,197.7718,ton_mile,1209.61,SHP-GHG-202512-0011,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,32.4345752000,0.03243457520000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
1db32218e39420c37879f5c4f5621d61,shipping_miles,1247,2025-12-01,Scope 3,FAC001,Portland Production Kitchen,manufacturing,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,542.1951,ton_mile,1543.34,SHP-GHG-202512-0028,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,88.9199964000,0.08891999640000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
31ef3d3e3b524af5541058b59837162e,packaging_materials,507,2026-03-01,Scope 3,FAC001,Portland Production Kitchen,manufacturing,OR,US,OR,PL001,Gummies,edibles,glass,packaging_glass_kg,2120.7800,kg,1017.02,PKG-202603-FAC001-PL001-GLA,EF_GLASS_KG_2025,2025.1,Synthetic material factor,0.910000,1929.9098000000,1.9299098000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
b6994f7d4fb2018625f531fe5fb9ce61,shipping_miles,1263,2025-12-01,Scope 3,FAC001,Portland Production Kitchen,manufacturing,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,655.1034,ton_mile,1662.09,SHP-GHG-202512-0044,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,107.4369576000,0.10743695760000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
ea6d1eaf6fb292ca0cc64b35fa7e4711,shipping_miles,749,2025-07-01,Scope 3,FAC003,Vancouver Warehouse,warehouse,WA,US,WA,PL001,Gummies,edibles,truck,freight_truck_ton_mile,400.3655,ton_mile,1033.43,SHP-GHG-202507-0092,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,65.6599420000,0.06565994200000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
4c4eb5d1df68a52177b587a6511d7217,shipping_miles,191,2025-02-01,Scope 3,FAC003,Vancouver Warehouse,warehouse,WA,US,WA,PL001,Gummies,edibles,air,freight_air_ton_mile,24.8081,ton_mile,2660.43,SHP-GHG-202502-0069,EF_AIR_TON_MILE_2025,2025.1,Synthetic freight factor,1.102000,27.3385262000,0.02733852620000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
36763da9831d05c0690aae15179f3874,shipping_miles,643,2025-06-01,Scope 3,FAC003,Vancouver Warehouse,warehouse,WA,US,WA,PL001,Gummies,edibles,truck,freight_truck_ton_mile,297.3191,ton_mile,1756.01,SHP-GHG-202506-0101,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,48.7603324000,0.04876033240000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
4b33b0d7f08dc16d921a42c705522228,shipping_miles,1277,2025-12-01,Scope 3,FAC001,Portland Production Kitchen,manufacturing,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,271.7462,ton_mile,1626.82,SHP-GHG-202512-0058,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,44.5663768000,0.04456637680000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
132ef7ea94ee3e4db8d6e21bad1209bf,shipping_miles,1279,2025-12-01,Scope 3,FAC001,Portland Production Kitchen,manufacturing,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,129.0694,ton_mile,441.77,SHP-GHG-202512-0060,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,21.1673816000,0.02116738160000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
f891175501d6012dcc8c840fb8455ecd,shipping_miles,1288,2025-12-01,Scope 3,FAC001,Portland Production Kitchen,manufacturing,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,424.9583,ton_mile,2205.19,SHP-GHG-202512-0069,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,69.6931612000,0.06969316120000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
dcd5ece5a451be38fe3f2a35a15f5f10,shipping_miles,367,2025-04-01,Scope 3,FAC003,Vancouver Warehouse,warehouse,WA,US,WA,PL001,Gummies,edibles,truck,freight_truck_ton_mile,412.3017,ton_mile,1883.77,SHP-GHG-202504-0040,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,67.6174788000,0.06761747880000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
33d8eeed1be089c0c8c47f0b21131041,shipping_miles,1292,2025-12-01,Scope 3,FAC001,Portland Production Kitchen,manufacturing,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,285.3096,ton_mile,1246.72,SHP-GHG-202512-0073,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,46.7907744000,0.04679077440000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
542769f041c6e3edb761792a251fdb84,shipping_miles,1010,2025-10-01,Scope 3,FAC003,Vancouver Warehouse,warehouse,WA,US,WA,PL001,Gummies,edibles,truck,freight_truck_ton_mile,157.2592,ton_mile,669.97,SHP-GHG-202510-0036,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,25.7905088000,0.02579050880000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
404698a35aba73e0094263de82f34483,shipping_miles,1315,2025-12-01,Scope 3,FAC001,Portland Production Kitchen,manufacturing,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,447.0158,ton_mile,1442.72,SHP-GHG-202512-0096,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,73.3105912000,0.07331059120000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
23c11a00e0d7479ee7ab02a339835687,shipping_miles,1488,2026-02-01,Scope 3,FAC003,Vancouver Warehouse,warehouse,WA,US,WA,PL001,Gummies,edibles,truck,freight_truck_ton_mile,279.8645,ton_mile,1271.06,SHP-GHG-202602-0054,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,45.8977780000,0.04589777800000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
668ebc92139ec39858caefe088548f3d,shipping_miles,1319,2025-12-01,Scope 3,FAC001,Portland Production Kitchen,manufacturing,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,94.6873,ton_mile,231.82,SHP-GHG-202512-0100,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,15.5287172000,0.01552871720000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
cf31b27a9cd051015593d06bdf97cbb0,shipping_miles,1431,2026-01-01,Scope 3,FAC003,Vancouver Warehouse,warehouse,WA,US,WA,PL001,Gummies,edibles,truck,freight_truck_ton_mile,382.1092,ton_mile,1592.36,SHP-GHG-202601-0080,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,62.6659088000,0.06266590880000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
a8721534d7f3234cbc5e8aa0172b76a6,shipping_miles,1345,2025-12-01,Scope 3,FAC001,Portland Production Kitchen,manufacturing,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,234.0116,ton_mile,751.86,SHP-GHG-202512-0126,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,38.3779024000,0.03837790240000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
920fc2ef31fdb861042fe4e140da22c7,shipping_miles,561,2025-06-01,Scope 3,FAC003,Vancouver Warehouse,warehouse,WA,US,WA,PL001,Gummies,edibles,truck,freight_truck_ton_mile,384.5989,ton_mile,2061.27,SHP-GHG-202506-0019,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,63.0742196000,0.06307421960000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
654dcbf747524de43fab4893abfcafb4,shipping_miles,237,2025-03-01,Scope 3,FAC003,Vancouver Warehouse,warehouse,WA,US,WA,PL001,Gummies,edibles,truck,freight_truck_ton_mile,185.2076,ton_mile,733.80,SHP-GHG-202503-0015,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,30.3740464000,0.03037404640000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
7b42e363a3d5fc6077009323a6704e88,shipping_miles,1218,2025-11-01,Scope 3,FAC003,Vancouver Warehouse,warehouse,WA,US,WA,PL001,Gummies,edibles,truck,freight_truck_ton_mile,277.6512,ton_mile,807.37,SHP-GHG-202511-0133,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,45.5347968000,0.04553479680000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
8526ebf27cb4b78c8523e5ae26f3d59c,shipping_miles,1357,2026-01-01,Scope 3,FAC001,Portland Production Kitchen,manufacturing,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,239.4464,ton_mile,777.21,SHP-GHG-202601-0006,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,39.2692096000,0.03926920960000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
3a1d1a328c7454e3b3b931f3e6ca7bd8,shipping_miles,1366,2026-01-01,Scope 3,FAC001,Portland Production Kitchen,manufacturing,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,-188.2908,ton_mile,789.86,SHP-GHG-202601-0015,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,,,t,f,f,f,f,f,f,f,f,⚠️ Negative activity
549756f144338118080e6721f93c7d74,shipping_miles,574,2025-06-01,Scope 3,FAC003,Vancouver Warehouse,warehouse,WA,US,WA,PL001,Gummies,edibles,truck,freight_truck_ton_mile,272.7257,ton_mile,855.18,SHP-GHG-202506-0032,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,44.7270148000,0.04472701480000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
e25a433653bbeccadf022cf6b9ae2f61,shipping_miles,1373,2026-01-01,Scope 3,FAC001,Portland Production Kitchen,manufacturing,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,328.8098,ton_mile,1674.14,SHP-GHG-202601-0022,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,53.9248072000,0.05392480720000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
170225143e3afa3d3af044cd8b0e4056,shipping_miles,1377,2026-01-01,Scope 3,FAC001,Portland Production Kitchen,manufacturing,OR,US,OR,PL001,Gummies,edibles,truck,freight_truck_ton_mile,320.2589,ton_mile,1214.13,SHP-GHG-202601-0026,EF_TRUCK_TON_MILE_2025,2025.1,Synthetic freight factor,0.164000,52.5224596000,0.05252245960000000000,f,f,f,f,f,f,f,f,t,✅ Reportable
